,host_is_superhost,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,shared_bathrooms,private_bathrooms
13037,f,Steglitz - Zehlendorf,52.42561,13.26835,Entire home/apt,5,2,4,105.0,28,365,0,0,14,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,2.5
13038,f,Lichtenberg,52.51354,13.49152,Entire home/apt,2,1,1,90.0,5,365,19,49,79,2,5.0,5.0,5.0,5.0,5.0,4.5,4.0,f,0.0,1.0
13039,f,Charlottenburg-Wilm.,52.51151,13.24323,Entire home/apt,2,1,1,47.0,93,350,0,17,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
13040,t,Pankow,52.53617,13.42665,Entire home/apt,8,3,4,131.0,3,365,11,34,35,14,4.86,4.86,4.43,4.93,4.93,4.93,4.64,f,0.0,2.0
13041,f,Mitte,52.54426,13.34765,Entire home/apt,2,1,1,80.0,2,15,0,0,0,4,5.0,5.0,5.0,4.75,5.0,4.75,4.75,t,0.0,1.0
13043,f,Mitte,52.55912,13.3812,Private room,1,1,1,57.0,93,1125,7,7,7,10,4.8,4.9,4.4,4.6,4.8,4.8,4.8,t,1.0,0.0
13044,f,Tempelhof - Schöneberg,52.47983,13.34654,Entire home/apt,2,1,1,88.0,30,199,15,15,15,5,5.0,5.0,5.0,5.0,4.4,4.8,4.2,f,0.0,1.0
13045,f,Mitte,52.5291,13.40101,Private room,2,1,1,241.0,1,365,24,54,84,10,5.0,4.8,4.9,4.9,4.9,5.0,4.6,t,0.0,1.0
13046,f,Mitte,52.53284,13.40374,Private room,1,1,1,70.0,1,365,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1.0,0.0
13047,f,Mitte,52.5244,13.40979,Entire home/apt,2,1,1,150.0,28,58,18,48,57,3,5.0,5.0,5.0,5.0,5.0,5.0,4.67,f,0.0,1.0
13049,f,Neukölln,52.48114,13.42411,Entire home/apt,3,1,1,120.0,3,365,2,2,5,12,4.83,4.75,4.58,5.0,5.0,4.83,4.75,f,0.0,1.0
13051,t,Charlottenburg-Wilm.,52.50118,13.32688,Private room,3,1,2,91.0,2,1125,3,3,3,59,4.92,4.86,4.98,4.98,4.97,4.88,4.86,t,1.0,0.0
13052,f,Mitte,52.5455,13.3679,Private room,1,2,3,60.0,1,365,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,0.0,1.0
13053,f,Friedrichshain-Kreuzberg,52.49427,13.40158,Private room,2,1,1,45.0,2,15,0,0,0,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0.0,1.0
13054,t,Friedrichshain-Kreuzberg,52.50538,13.39342,Private room,2,1,1,49.0,3,14,0,0,0,12,4.83,4.83,4.83,5.0,4.92,4.92,4.92,t,1.0,0.0
13055,f,Charlottenburg-Wilm.,52.51007,13.31872,Entire home/apt,2,1,1,106.0,5,1125,7,7,27,1,5.0,5.0,4.0,5.0,5.0,5.0,4.0,f,0.0,1.0
13056,f,Mitte,52.52478,13.3898,Shared room,1,1,1,22.0,1,7,23,53,83,26,4.58,4.65,4.31,4.85,4.85,4.69,4.58,t,1.0,0.0
13057,f,Charlottenburg-Wilm.,52.51985,13.27306,Private room,2,1,1,43.0,1,365,0,18,48,17,4.29,4.24,3.94,4.35,4.53,4.18,4.29,f,1.0,0.0
13058,f,Pankow,52.54843,13.44983,Entire home/apt,8,3,1,240.0,3,365,23,53,83,22,4.82,4.95,4.82,4.95,4.95,4.73,4.5,t,0.0,1.5
13059,f,Neukölln,52.48544,13.44443,Entire home/apt,2,1,2,79.0,6,9,0,0,0,6,5.0,5.0,4.83,5.0,5.0,4.67,4.83,f,0.0,1.0
13060,t,Marzahn - Hellersdorf,52.50057,13.56123,Entire home/apt,4,2,2,78.0,92,800,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0.0,1.0
13061,f,Neukölln,52.48277,13.42408,Private room,2,1,1,50.0,3,60,0,0,0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,1.0
13062,f,Mitte,52.52373,13.41371,Entire home/apt,2,1,2,83.0,30,90,23,40,70,21,4.48,4.76,4.19,4.57,4.81,5.0,4.43,f,0.0,1.0
13063,t,Mitte,52.53335,13.40218,Entire home/apt,2,1,1,88.0,5,10,3,3,3,13,5.0,4.92,4.77,5.0,5.0,4.92,4.77,f,0.0,1.0
13065,f,Pankow,52.53985,13.42261,Shared room,1,1,2,22.0,1,1125,6,8,38,15,4.4,4.93,4.33,4.67,4.27,4.6,4.53,t,1.0,0.0
13066,t,Neukölln,52.41635,13.50105,Private room,1,1,1,40.0,1,14,24,54,60,21,4.76,4.71,4.81,4.9,4.86,4.48,4.48,f,1.5,0.0
13067,f,Lichtenberg,52.50619,13.51692,Entire home/apt,2,1,1,109.0,1,30,10,24,41,6,4.83,4.83,5.0,5.0,5.0,4.83,4.17,t,0.0,1.0
13068,f,Reinickendorf,52.579215150281314,13.300094157457352,Private room,1,1,1,65.0,1,7,30,60,90,12,4.58,4.42,4.5,4.92,4.83,4.67,4.5,f,1.0,0.0
13070,f,Treptow - Köpenick,52.45533,13.57739,Entire home/apt,4,1,2,67.0,1,1125,3,11,12,73,4.42,4.63,4.37,4.85,4.86,4.44,4.4,f,0.0,1.0
13071,t,Lichtenberg,52.53162,13.46957,Private room,2,1,1,52.0,2,365,5,5,5,108,4.87,4.9,4.89,4.82,4.8,4.54,4.81,f,1.0,0.0
13072,f,Neukölln,52.47761,13.43816,Private room,1,1,1,50.0,2,365,0,0,21,3,4.67,4.67,4.67,4.67,4.67,4.67,4.67,f,0.0,1.0
13073,t,Friedrichshain-Kreuzberg,52.50179,13.41892,Private room,2,1,1,87.0,1,365,30,60,90,20,4.95,5.0,4.95,4.95,5.0,4.95,4.75,f,1.0,0.0
13074,f,Tempelhof - Schöneberg,52.48243,13.37916,Entire home/apt,4,1,2,61.0,1,365,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,0.0,1.0
13075,t,Neukölln,52.46197,13.44573,Entire home/apt,3,1,1,69.0,5,1125,8,8,8,13,5.0,5.0,4.92,5.0,5.0,4.31,4.69,f,0.0,1.0
13076,t,Friedrichshain-Kreuzberg,52.50407,13.42484,Entire home/apt,5,3,3,192.0,7,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.5
13077,f,Friedrichshain-Kreuzberg,52.49529,13.39951,Entire home/apt,1,1,1,70.0,5,1125,0,0,0,18,5.0,4.89,5.0,4.94,5.0,5.0,4.83,f,0.0,1.0
13078,t,Pankow,52.5504,13.41935,Entire home/apt,2,1,1,50.0,3,365,0,0,0,15,4.8,4.8,4.8,4.6,4.93,4.93,4.93,f,0.0,1.0
13079,f,Spandau,52.56125,13.20603,Private room,3,1,1,60.0,1,365,30,60,90,3,4.67,4.33,4.67,4.67,4.67,3.0,4.33,f,1.0,0.0
13082,f,Neukölln,52.47807,13.44801,Private room,2,1,1,93.0,2,1125,0,0,0,4,4.25,4.25,4.25,4.0,4.0,4.5,4.5,f,1.5,0.0
13083,f,Friedrichshain-Kreuzberg,52.51325,13.44829,Private room,1,1,1,88.0,1,365,9,25,36,4,4.5,4.5,4.0,4.75,4.75,4.75,4.75,t,0.0,1.0
13084,f,Friedrichshain-Kreuzberg,52.51289,13.44771,Private room,2,1,1,108.0,1,365,19,43,70,27,4.7,4.59,4.93,4.89,4.78,4.93,4.48,t,0.0,1.0
13085,f,Friedrichshain-Kreuzberg,52.51152,13.44988,Private room,2,1,1,122.0,1,365,19,41,66,4,5.0,5.0,4.75,5.0,5.0,5.0,4.75,t,0.0,1.0
13086,f,Neukölln,52.46975,13.44547,Entire home/apt,4,2,2,110.0,5,40,10,10,10,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,1.0
13087,f,Mitte,52.51674,13.41662,Entire home/apt,2,1,1,137.0,5,20,0,0,0,8,4.75,5.0,4.75,4.88,5.0,4.88,4.75,f,0.0,1.0
13088,f,Reinickendorf,52.56344,13.36396,Entire home/apt,4,1,2,80.0,2,365,16,28,30,22,4.55,4.73,4.5,4.77,4.77,4.59,4.36,f,0.0,1.0
13089,f,Mitte,52.549171,13.35059,Entire home/apt,4,1,2,70.0,5,60,0,0,0,4,4.75,5.0,4.75,5.0,5.0,5.0,4.75,f,0.0,1.0
13090,f,Lichtenberg,52.51362,13.48038,Private room,2,1,1,40.0,4,7,4,4,4,8,4.75,5.0,4.88,5.0,5.0,5.0,4.75,f,1.0,0.0
13091,f,Pankow,52.530216,13.425611,Private room,2,1,2,80.0,1,365,23,32,62,244,4.3,4.53,4.53,4.66,4.52,4.61,4.37,t,0.0,0.0
13092,t,Pankow,52.53207,13.4084,Private room,2,1,1,51.0,2,6,0,2,2,23,4.87,5.0,5.0,4.91,4.91,4.91,4.96,f,0.0,1.5
13093,f,Mitte,52.52319,13.38973,Shared room,1,1,1,17.0,1,7,27,55,83,42,4.26,4.48,4.17,4.52,4.55,4.69,4.43,t,1.0,0.0
13094,f,Friedrichshain-Kreuzberg,52.51916,13.46594,Entire home/apt,2,1,1,45.0,60,90,6,32,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
13095,f,Mitte,52.5335,13.34049,Entire home/apt,2,1,1,95.0,120,365,30,60,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,0.0,1.0
13096,f,Neukölln,52.48826,13.43736,Entire home/apt,4,2,1,180.0,7,1125,9,9,9,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,2.0
13098,f,Lichtenberg,52.49975,13.48061,Entire home/apt,2,1,2,70.0,2,10,0,0,0,3,5.0,5.0,4.0,4.67,5.0,5.0,5.0,f,0.0,1.0
13099,f,Mitte,52.52411,13.38989,Shared room,1,1,1,18.0,1,365,17,43,73,30,4.7,4.7,4.43,4.87,4.73,4.8,4.63,t,1.0,0.0
13101,t,Treptow - Köpenick,52.46186,13.51964,Entire home/apt,1,1,1,63.0,20,365,0,0,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,0.0,1.0
13102,f,Neukölln,52.48982,13.43501,Entire home/apt,2,1,1,150.0,3,1125,20,50,80,10,4.8,4.8,4.7,5.0,5.0,5.0,4.3,f,0.0,1.0
13103,f,Charlottenburg-Wilm.,52.51483,13.31401,Private room,1,2,1,67.0,5,1125,0,0,0,12,5.0,4.92,5.0,4.92,5.0,4.75,5.0,f,1.0,0.0
13104,t,Friedrichshain-Kreuzberg,52.49958,13.46109,Entire home/apt,6,1,3,123.0,5,1125,5,28,58,76,4.82,4.92,4.83,4.86,4.8,4.71,4.72,t,0.0,1.0
13106,f,Charlottenburg-Wilm.,52.50255,13.30982,Entire home/apt,2,1,1,160.0,14,1125,21,45,75,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,2.5
13107,f,Neukölln,52.42411,13.45906,Private room,1,1,1,59.0,2,15,11,11,31,18,4.67,4.83,4.56,4.94,4.94,4.33,4.61,f,1.0,0.0
13109,t,Marzahn - Hellersdorf,52.48855,13.56738,Entire home/apt,5,2,4,109.0,3,1125,13,36,66,21,5.0,5.0,5.0,5.0,5.0,4.57,4.9,f,0.0,1.0
13110,f,Mitte,52.53986,13.35044,Private room,1,1,1,30.0,2,14,0,4,8,24,5.0,4.92,4.88,4.96,4.92,4.71,4.96,f,1.0,0.0
13111,t,Treptow - Köpenick,52.460750579833984,13.519866943359377,Entire home/apt,1,1,1,55.0,20,95,16,46,76,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,0.0,1.0
13112,f,Pankow,52.53777,13.41861,Entire home/apt,2,1,2,90.0,14,1125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
13113,t,Treptow - Köpenick,52.46126,13.52093,Entire home/apt,1,1,1,71.0,20,95,0,0,0,3,5.0,5.0,5.0,5.0,4.33,4.33,4.0,t,0.0,1.0
13114,t,Steglitz - Zehlendorf,52.4185,13.33243,Private room,2,1,1,69.0,2,1125,22,52,78,20,5.0,4.95,5.0,5.0,5.0,4.9,4.9,t,0.0,2.0
13115,f,Neukölln,52.46748,13.42769,Private room,2,1,1,30.0,4,365,0,0,0,6,5.0,4.83,4.83,5.0,5.0,5.0,4.5,f,1.0,0.0
13116,f,Tempelhof - Schöneberg,52.47817,13.34974,Entire home/apt,5,1,2,50.0,1,1125,0,0,0,8,4.5,4.63,3.5,5.0,4.88,5.0,4.75,f,0.0,1.0
13117,t,Mitte,52.54641,13.3931,Entire home/apt,2,1,1,50.0,4,1125,1,21,51,13,5.0,4.92,4.85,5.0,5.0,4.85,5.0,f,0.0,1.0
13118,f,Mitte,52.52482,13.39068,Entire home/apt,7,3,3,176.0,1,365,7,16,27,36,4.22,4.14,4.42,4.39,4.14,4.86,4.25,t,0.0,1.0
13119,f,Friedrichshain-Kreuzberg,52.48941,13.39735,Entire home/apt,2,1,1,65.0,5,90,0,0,0,8,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f,0.0,1.0
13120,f,Mitte,52.55984,13.38182,Entire home/apt,8,2,4,115.0,1,365,11,28,55,31,3.29,3.68,3.65,4.48,4.23,3.0,3.39,t,0.0,1.0
13121,f,Mitte,52.55974,13.38043,Entire home/apt,8,2,5,115.0,1,365,15,36,66,26,3.62,3.69,3.96,4.15,4.04,3.69,3.85,t,0.0,1.0
13122,f,Friedrichshain-Kreuzberg,52.49835,13.44422,Private room,2,1,1,32.0,7,30,7,14,41,24,4.5,4.71,3.38,4.88,4.96,4.75,4.58,f,1.0,0.0
13123,f,Pankow,52.54238,13.42216,Entire home/apt,2,1,1,85.0,1,365,1,1,1,4,5.0,5.0,5.0,4.75,5.0,5.0,5.0,f,0.0,1.0
13125,f,Steglitz - Zehlendorf,52.43727,13.24958,Entire home/apt,4,1,3,120.0,7,100,17,47,77,11,4.73,4.82,4.55,4.91,5.0,4.91,4.73,f,0.0,1.0
13126,t,Treptow - Köpenick,52.46193,13.52089,Entire home/apt,1,1,1,54.0,20,1125,30,40,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,0.0,1.0
13127,f,Charlottenburg-Wilm.,52.51712,13.25455,Entire home/apt,3,2,2,45.0,182,365,10,10,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
13128,f,Mitte,52.55114,13.35822,Entire home/apt,4,1,2,180.0,2,14,0,0,0,32,4.97,4.97,4.97,4.78,4.97,4.84,4.91,f,0.0,1.0
13129,f,Neukölln,52.48051,13.44677,Entire home/apt,2,1,1,103.0,3,365,6,33,63,17,4.88,4.88,4.59,4.76,4.71,4.88,4.71,f,0.0,1.0
13130,f,Friedrichshain-Kreuzberg,52.51155,13.46718,Entire home/apt,3,1,2,32.0,2,60,1,1,3,8,4.63,4.75,4.0,4.38,4.5,4.5,4.75,f,0.0,1.0
13131,t,Mitte,52.54895,13.34647,Entire home/apt,3,1,2,149.0,1,35,19,49,79,7,5.0,5.0,4.57,5.0,5.0,4.71,4.86,f,0.0,1.0
13132,t,Pankow,52.53409,13.43122,Private room,2,1,2,30.0,7,40,1,19,49,6,5.0,5.0,5.0,5.0,5.0,5.0,4.83,f,1.0,0.0
13133,f,Friedrichshain-Kreuzberg,52.48801,13.42285,Entire home/apt,3,1,2,55.0,3,20,3,3,9,13,4.92,4.92,4.77,5.0,5.0,4.77,5.0,t,0.0,1.0
13135,f,Friedrichshain-Kreuzberg,52.4912,13.38545,Entire home/apt,2,1,2,75.0,5,365,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,0.0,1.0
13138,t,Pankow,52.54998,13.44832,Entire home/apt,3,1,2,97.0,2,30,13,30,51,85,4.92,4.95,4.99,4.99,4.98,4.85,4.8,f,0.0,1.0
13139,t,Neukölln,52.48132,13.4375,Private room,2,1,1,39.0,3,10,5,11,15,30,4.97,4.8,4.87,4.97,4.93,4.93,4.93,f,1.0,0.0
13140,f,Neukölln,52.47987,13.44397,Entire home/apt,2,1,2,77.0,7,1125,1,1,24,5,5.0,5.0,5.0,5.0,4.8,5.0,4.8,f,0.0,1.0
13141,t,Neukölln,52.48833,13.43022,Entire home/apt,2,1,2,50.0,92,360,17,47,77,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,1.0
13142,f,Friedrichshain-Kreuzberg,52.50441,13.3967,Entire home/apt,4,1,2,130.0,3,365,26,56,86,29,4.28,4.41,4.07,4.31,4.59,4.55,4.24,f,0.0,1.0
13143,f,Friedrichshain-Kreuzberg,52.49424,13.40201,Entire home/apt,1,1,1,50.0,7,20,0,0,0,4,4.75,4.5,5.0,4.75,4.25,5.0,5.0,t,0.0,1.0
13144,f,Charlottenburg-Wilm.,52.52042,13.30542,Entire home/apt,4,1,3,97.0,2,75,18,42,72,45,4.53,4.71,4.51,4.69,4.69,4.67,4.44,t,0.0,1.0
13145,f,Neukölln,52.42252,13.45869,Private room,1,1,1,41.0,2,31,11,30,60,4,4.75,5.0,4.5,5.0,5.0,4.5,4.75,f,0.0,1.5
13147,t,Treptow - Köpenick,52.48783,13.45182,Private room,1,1,1,36.0,2,365,3,7,7,23,4.74,4.74,4.39,4.91,4.83,4.74,4.65,f,1.0,0.0
13148,t,Mitte,52.50817,13.42876,Entire home/apt,2,1,1,170.0,1,365,27,57,87,10,4.9,5.0,5.0,4.9,4.9,4.8,5.0,t,0.0,1.0
13149,f,Lichtenberg,52.5051,13.49532,Private room,2,1,1,23.0,15,15,3,3,4,19,4.89,4.95,4.68,4.84,4.84,4.63,4.68,t,1.0,0.0
13150,t,Charlottenburg-Wilm.,52.51824,13.30194,Entire home/apt,2,1,1,142.0,2,90,8,34,59,48,4.92,5.0,5.0,4.96,4.94,4.81,4.77,f,0.0,1.0
13151,t,Mitte,52.51053,13.41402,Entire home/apt,2,1,1,196.0,1,365,16,38,68,3,5.0,5.0,5.0,4.67,5.0,5.0,4.33,t,0.0,1.0
13152,f,Neukölln,52.483,13.42659,Entire home/apt,2,1,1,100.0,2,1125,0,0,0,6,5.0,5.0,5.0,4.83,5.0,5.0,5.0,f,0.0,1.0
13153,f,Friedrichshain-Kreuzberg,52.51427,13.46293,Private room,2,1,1,68.0,3,365,12,18,35,8,4.88,4.88,4.88,5.0,5.0,5.0,4.88,f,1.0,0.0
13154,t,Mitte,52.51115,13.41251,Entire home/apt,1,1,1,118.0,1,365,29,58,88,22,4.68,4.73,4.91,4.91,4.86,4.73,4.59,t,0.0,1.0
13155,t,Mitte,52.56022,13.38828,Entire home/apt,1,1,1,90.0,1,11,0,0,0,8,5.0,5.0,5.0,5.0,5.0,4.88,5.0,f,0.0,1.0
13156,f,Marzahn - Hellersdorf,52.53745,13.60328,Private room,1,1,1,20.0,92,120,30,60,90,1,5.0,5.0,3.0,5.0,5.0,4.0,5.0,t,0.0,2.0
13157,t,Friedrichshain-Kreuzberg,52.51094,13.45574,Private room,1,1,1,44.0,14,60,3,3,3,6,5.0,4.83,4.67,4.83,5.0,5.0,5.0,f,1.0,0.0
13158,t,Pankow,52.53558,13.42609,Entire home/apt,5,2,3,175.0,7,30,0,0,0,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0.0,2.0
13160,f,Neukölln,52.47187,13.42338,Private room,2,1,2,55.0,2,14,20,50,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1.0,0.0
13161,f,Neukölln,52.47603,13.42636,Private room,5,1,5,183.0,1,365,22,50,78,7,4.57,4.29,4.43,5.0,5.0,4.86,4.43,t,0.0,1.0
13162,f,Tempelhof - Schöneberg,52.48393,13.36403,Entire home/apt,2,1,1,139.0,5,365,2,2,2,6,4.5,4.33,4.33,4.5,4.5,4.83,4.17,f,0.0,1.0
13163,t,Treptow - Köpenick,52.45513,13.51592,Entire home/apt,4,2,4,74.0,2,32,18,48,72,75,4.84,4.93,4.96,4.91,4.91,4.51,4.73,t,0.0,1.0
13166,t,Neukölln,52.48098,13.42217,Entire home/apt,3,2,2,100.0,2,365,1,1,1,8,4.88,4.5,5.0,4.75,4.88,4.5,4.63,f,0.0,1.0
13167,f,Friedrichshain-Kreuzberg,52.50161,13.39053,Entire home/apt,2,1,2,79.0,45,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
13168,f,Pankow,52.52063,13.46214,Entire home/apt,2,1,1,80.0,12,1125,1,1,1,8,5.0,5.0,4.88,5.0,5.0,4.88,4.88,f,0.0,1.0
13170,f,Charlottenburg-Wilm.,52.49663,13.30344,Entire home/apt,2,1,1,65.0,10,365,0,1,7,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,1.0
13174,f,Reinickendorf,52.57229,13.31736,Private room,2,1,1,89.0,1,365,26,56,86,4,4.25,4.75,4.0,4.75,4.75,4.75,4.5,f,1.0,0.0
13175,f,Friedrichshain-Kreuzberg,52.49214,13.37684,Entire home/apt,9,2,6,136.0,2,60,15,43,66,63,4.22,4.4,4.57,4.68,4.7,4.6,4.11,f,0.0,1.0
13176,f,Lichtenberg,52.50275,13.47332,Shared room,1,1,3,13.0,92,1125,0,0,0,1,3.0,3.0,1.0,2.0,4.0,4.0,2.0,f,1.0,0.0
13177,f,Friedrichshain-Kreuzberg,52.51149,13.46627,Private room,1,1,1,65.0,3,14,17,25,25,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,0.0
13178,f,Mitte,52.53354,13.39419,Entire home/apt,2,1,1,45.0,14,365,8,15,15,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0.0,1.0
13179,f,Friedrichshain-Kreuzberg,52.50714,13.40668,Private room,1,1,1,50.0,92,92,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
13180,t,Pankow,52.562008,13.424982,Entire home/apt,4,1,4,152.0,1,14,0,21,36,7,4.86,4.86,4.86,5.0,5.0,4.57,4.71,f,0.0,1.0
13181,f,Neukölln,52.47371,13.43989,Entire home/apt,4,1,3,104.0,3,1125,27,57,87,28,4.54,4.68,4.79,4.89,4.64,4.39,4.29,t,0.0,1.0
13182,f,Neukölln,52.47208,13.44147,Entire home/apt,2,1,2,75.0,3,1125,26,40,70,56,4.57,4.82,4.54,4.86,4.89,4.55,4.61,t,0.0,1.0
13183,f,Friedrichshain-Kreuzberg,52.5047,13.4632,Entire home/apt,1,1,1,80.0,2,1125,19,49,79,1,4.0,4.0,5.0,4.0,4.0,4.0,4.0,f,0.0,1.0
13184,t,Pankow,52.54697,13.41446,Entire home/apt,3,2,3,120.0,5,28,3,3,3,9,5.0,4.89,4.89,5.0,5.0,5.0,4.67,f,0.0,1.0
13185,f,Lichtenberg,52.52679,13.4808,Entire home/apt,6,3,3,25.0,5,18,6,6,6,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,1.0
13186,t,Tempelhof - Schöneberg,52.39465,13.3875,Entire home/apt,2,1,1,96.0,4,160,17,47,57,8,5.0,5.0,5.0,5.0,5.0,4.88,4.75,t,0.0,1.0
13187,f,Tempelhof - Schöneberg,52.49137,13.34373,Entire home/apt,2,1,1,53.0,1,365,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,0.0,1.0
13189,t,Tempelhof - Schöneberg,52.49741,13.36331,Private room,2,1,1,54.0,10,21,23,29,31,17,4.94,4.94,4.88,5.0,5.0,4.94,4.94,f,1.0,0.0
13190,f,Marzahn - Hellersdorf,52.56966,13.57263,Entire home/apt,2,1,1,50.0,60,74,23,53,83,1,2.0,2.0,4.0,2.0,1.0,2.0,2.0,f,0.0,1.0
13191,f,Friedrichshain-Kreuzberg,52.5124,13.46201,Private room,2,1,1,85.0,3,1125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1.0,0.0
13192,f,Neukölln,52.4876,13.41193,Entire home/apt,4,1,2,68.0,30,66,1,3,3,4,5.0,5.0,5.0,5.0,5.0,4.75,5.0,f,0.0,1.0
13194,f,Neukölln,52.48109,13.42488,Entire home/apt,2,1,1,99.0,1,14,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0.0,1.0
13195,t,Neukölln,52.48603,13.43148,Entire home/apt,4,2,2,150.0,3,1125,0,0,0,16,4.94,4.94,4.94,4.94,5.0,4.88,4.81,t,0.0,1.0
13196,f,Friedrichshain-Kreuzberg,52.51301,13.44941,Private room,3,1,2,142.0,1,365,19,46,73,28,4.64,4.79,4.68,4.68,4.79,4.75,4.39,t,0.0,1.0
13197,f,Friedrichshain-Kreuzberg,52.51325,13.44803,Private room,4,1,2,175.0,1,365,18,44,73,7,4.71,4.71,5.0,5.0,4.71,4.86,4.71,t,0.0,1.0
13198,f,Spandau,52.54133,13.20517,Private room,1,1,1,40.0,92,180,29,59,89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1.0,0.0
13199,t,Mitte,52.52633666992188,13.326558113098145,Entire home/apt,3,1,1,147.0,3,21,9,9,9,13,5.0,5.0,4.85,5.0,5.0,4.85,4.85,f,0.0,1.0
13200,f,Friedrichshain-Kreuzberg,52.50206,13.43406,Private room,1,1,1,55.0,92,140,25,55,85,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1.0,0.0
13201,f,Neukölln,52.4704,13.4556,Entire home/apt,3,1,2,106.0,3,1125,21,44,71,36,4.72,4.92,4.83,4.97,4.83,4.31,4.47,t,0.0,1.0
13202,f,Mitte,52.55549,13.37487,Private room,2,1,1,50.0,2,3,0,0,0,4,4.75,5.0,5.0,5.0,5.0,5.0,4.75,f,1.0,0.0
13203,t,Pankow,52.55409,13.42543,Entire home/apt,2,1,1,163.0,1,20,4,28,40,16,5.0,5.0,4.94,5.0,5.0,4.5,4.69,f,0.0,1.0
13205,f,Mitte,52.53031,13.39879,Entire home/apt,7,2,5,193.0,1,365,14,44,74,31,4.52,4.55,4.19,4.81,4.77,4.9,4.52,f,0.0,1.0
13206,f,Neukölln,52.445774,13.459982,Private room,1,1,1,40.0,14,365,19,49,79,11,4.55,4.82,4.36,4.91,4.82,4.18,4.64,f,1.5,0.0
13207,f,Charlottenburg-Wilm.,52.4855,13.32625,Entire home/apt,2,1,1,79.0,92,110,0,13,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
13208,t,Friedrichshain-Kreuzberg,52.49306,13.41374,Entire home/apt,2,1,1,82.0,4,1125,8,8,8,22,4.82,4.82,4.91,4.91,4.86,4.77,4.41,f,0.0,1.0
13209,t,Charlottenburg-Wilm.,52.51183,13.27819,Entire home/apt,5,2,4,173.0,2,28,6,6,18,43,4.93,4.93,4.95,4.95,4.98,4.84,4.79,f,0.0,2.0
13210,f,Neukölln,52.46937,13.42813,Entire home/apt,2,1,4,130.0,7,60,0,0,0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,1.0
13211,f,Friedrichshain-Kreuzberg,52.5192,13.46552,Entire home/apt,2,1,1,84.0,1,365,0,0,0,1,5.0,5.0,4.0,5.0,5.0,5.0,4.0,f,0.0,1.0
13212,f,Friedrichshain-Kreuzberg,52.51383,13.47205,Entire home/apt,3,1,1,85.0,92,365,30,60,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,0.0,1.0
13213,f,Charlottenburg-Wilm.,52.52371,13.31445,Private room,2,1,1,75.0,90,180,0,19,49,7,5.0,4.86,5.0,4.86,4.86,4.71,4.43,f,1.0,0.0
